DATE,HOUSE #,STREET,OVER FLOW,NOT OUT,NOT AT CURB,DETAILS,,
10/23/18,2054,ELIZA GLYNNE LN,x ,,,couch trash on ground reloaded toter ,,
10/23/18,2112,ADAIR AVE,,,,extra personal can ,,
10/23/18,2136,SPENCE PL,x ,,,,,
10/23/18,2210,WASHINGTON PIKE ,X,,,THEY REFILLED THE CAN,,
10/23/18,2230,MARTHA BERRY DR,,,,city toter empty personal can full ,,
10/23/18,2305,LAURINDA RD,,x ,,,,
10/23/18,2318,FAIR DR,,x,,,,
10/23/18,2344,MONTEREY LN,,x,,,,
10/23/18,2417,MAPLE CREST LN,,x,,,,
10/23/18,2443,BUFFAT MILL RD,,x,,,,
10/23/18,2513,CROYDON RD,,x,,,,
10/23/18,2550,JEFFERSON AVE,,x,,,,
10/23/18,2619,GLENVIEW DR,x ,,,,,
10/23/18,2708,BRASS RIDGE LN,,,,replace toter swap,,
10/23/18,2801,KENILWORTH LN,,x,,,,
10/23/18,2826,CONNER DR,,,x,blocked by pickup truck,,
10/23/18,2909,BELLEVUE ST,,x,,,,
10/23/18,2928,CARSON AVE,,x ,,,,
10/23/18,3016,AVONDALE AVE,x ,,,trash on ground scattered ,,
10/23/18,3104,N BROADWAY,,x,,,,
10/23/18,3115,DELROSE DR,,x ,,,,
10/23/18,3200,CULPEPPER RD,x,,,personal can ,,
10/23/18,3219,LINEBACK RD ,,x,,,,
10/23/18,3306,RAGSDALE AVE,,x ,,,,
10/23/18,3337,SHAW DR,,x ,,,,
10/23/18,3416,CROSS VALLEY RD,,x,,,,
10/23/18,3505,LAUREL VIEW RD,x,,,sofa bed,,
10/23/18,3605,KRANBROOK LN,,x,,,,
10/23/18,3703,FOREST LN,,x,,,,
10/23/18,3804,FAIRMONT BLVD,,X,,,,
10/23/18,3835,KENILWORTH LN,x ,,,ex personal toter ,,
10/23/18,3919,WASHINGTON PIKE,x,,,tv and boxes ,,
10/23/18,4009,VALLEY VIEW DR,,x,,,,
10/23/18,4101,DEER RUN DR,,x,,100 block all not out ,,
10/23/18,4126,FOREST GLEN DR,x ,,,couch,,
10/23/18,4208,MOCKINGBIRD DR,,x ,,,,
10/23/18,4229,ABERCORN RD,,x,,,,
10/23/18,4309,EAGLE DR,,x,,,,
10/23/18,4327,OLLIE DAVIS DR,,,,2 ex city toter ,,
10/23/18,4409,SUNFLOWER RD,,x,,,,
10/23/18,4450,HOLIDAY BLVD,,x,,,,
10/23/18,4532,SEVIERVILLE PIKE,,x,,,,
10/23/18,4615,COSTER RD,,x,,,,
10/23/18,4710,SYLVAN LN,x,,,mattress ,,
10/23/18,4804,BRADSHAW RD ,,,,picked up at 12:30 ,,
10/23/18,4904,BAY ST,,x,,,,
10/23/18,4938,KINGMAN DR,,x,,,,
10/23/18,5020,SUNRAY LN,,x,,,,
10/23/18,5112,WILFORD RD,x,,,,,
10/23/18,5207,MCNUTT RD,x,,,,,
10/23/18,5300,PRESTONWOOD LN,,x,,,,
10/23/18,5321,PRESTONWOOD LN,,x,,,,
10/23/18,5408,MONTCREST RD,,x,,,,
10/23/18,5444,SUMMITRIDGE LN,,x,,,,
10/23/18,5512,DOGWOOD RD,,x,,,,
10/23/18,5605,LUDBURY LN,,x,,,,
10/23/18,5631,SUNRISE DR,,X,,,,
10/23/18,5709,TENNYSON DR,,x,,,,
10/23/18,5757,ACAPULCO AVE,,x,,,,
10/23/18,5825,HAYNES-STERCHI RD,x,,,,,
10/23/18,5911,VILLA RD,,x,,,,
10/23/18,5950,WARRENPARK LN,,x,,,,
10/23/18,6016,CRISP LN,,x,,,,
10/23/18,6109,ROUND HILL LN,,x,,,,
10/23/18,6226,GROVE DR ,x,,,boxes of loose trash ,,
10/23/18,6501,SHREWSBURY DR,,x,,,,
10/23/18,6633,RIDGEROCK LN,,,,blocked by car,,
10/23/18,6818,HAVERHILL DR,,x,,,,
10/23/18,7006,HAMPSHIRE DR ,,x,,,,
10/23/18,7108,LAVENDER LN,,x,,,,
10/23/18,7214,NORTHSHORE DR,,x,,,,
10/23/18,7327,LAWFORD RD,x,,,,,
10/23/18,7510,CHATHAM CIR,,x,,,,
10/23/18,7702,ESTER WAY,x,,,broken cart ,,
10/23/18,7901,BENNINGTON DR,,X,,,,
10/23/18,8013,BENNINGTON DR,,x,,,,
10/23/18,8213,GLENROTHES BLVD,,x,,,,
10/23/18,1310 #2,FOREST AVE,,x,,,,
10/24/18,110,INSKIP DR,,,,,,
10/24/18,122,WOODRUSH DR,,x,,,,
10/24/18,200,Dalton Place Way,,X,,,,
10/24/18,206,LINDY DR,,x,,,,
10/24/18,214,HARTFORD RD,x, ,,not at the curb,,
10/24/18,225,CARTA RD,,x,,,,
10/24/18,256,ATLANTIC AVE,,x,,,,
10/24/18,307,E BURWELL AVE,,x,,,,
10/24/18,316,BONA RD,,x,,,,
10/24/18,338,W FORD VALLEY RD,,x,,,,
10/24/18,407,HASTINGS LN,,x,,,,
10/24/18,418,WOODLAWN GARDENS WAY,,x,,,,
10/24/18,438,MAYFIELD AVE,,x,,,,
10/24/18,505,CEDAR LN,,,,"not at curb, it cant be behind light pole",,
10/24/18,516,MIDLAKE DR,x,,,,,
10/24/18,571,GLEN IVES WAY,,x,,,,
10/24/18,612,OAKHURST DR,,x,,,,
10/24/18,698,GERTRUDE AVE,X,,,,,
10/24/18,710,CHAMBERLAIN MANOR WAY,,X,,,,
10/24/18,722,BLUFF DR,,x,,,,
10/24/18,800,BLOWS FERRY RD,,x,,dryer/ xtra trash,,
10/24/18,809,HOGAN WAY,,x,,,,
10/24/18,829,GOLDFINCH AVE,,x,,,,
10/24/18,908,S CHILHOWEE DR,,x,,counter top,,
10/24/18,925,HIAWASSEE AVE,,x,,,,
10/24/18,1000,MORRELL RD,x,,,,,
10/24/18,1013,LEDGERWOOD AVE,,x,,,,
10/24/18,1032,ASHWOOD PL,x,,,not at curb,,
10/24/18,1106,BURNING TRL,,x,,,,
10/24/18,1118,STEWART ST,,,,,,
10/24/18,1138,CHICKAMAUGA AVE,,,,,,
10/24/18,1211,EXETER AVE,,x,,,,
10/24/18,1231,MINNESOTA AVE,,x,,,,
10/24/18,1308,NEW YORK AVE,x,,,,,
10/24/18,1322,BARCLAY HEIGHTS LN,,,,dog crate stuck in can ,,
10/24/18,1405,HANNAH AVE,,x,,,,
10/24/18,1422,ARMSTRONG AVE,x ,,,,,
10/24/18,1506,IROQUOIS ST,,x,,,,
10/24/18,1529,DOWNTOWN WEST BLVD,,x,,,,
10/24/18,1609,RAMBLING RD,,,,toter to heavy ,,
10/24/18,1626,MALL ST,,x,,,,
10/24/18,1706,FRANCIS RD,,x ,,,,
10/24/18,1718,HELMBOLT RD,,,x ,blocked by chevy truck ,,
10/24/18,1749,FERD HICKEY RD,,x,,,,
10/24/18,1819,LAURANS AVE,,x,,,,
10/24/18,1907,CHEROKEE BLVD,,x ,,,,
10/24/18,1924,GRANVILLE TER,,x ,,,,
10/24/18,2000,ISLAND HOME BLVD,,x ,,,,
10/24/18,2016,ISLAND HOME BLVD,,x,,,,
10/24/18,2054,BELLE TERRA RD,x ,,,matress/boxsprings /couches /chairs ,,
10/24/18,2112,ADAMS AVE,,x ,,,,
10/24/18,2136,HILLSBORO HTS,x ,,,,,
10/24/18,2210,ASTER RD,X,,,BAGS,,
10/24/18,2230,PRICE AVE,,x ,,,,
10/24/18,2305,MAPLE DR,,x ,,,,
10/24/18,2318,JEFFERSON AVE,x,,,ex personal can ,,
10/24/18,2345,ROBINSON RD,,x ,,,,
10/24/18,2417,MONTEREY RD,,x,,,,
10/24/18,2443,GLEN MEADOW RD,,x,,,,
10/24/18,2513,EMORILAND BLVD,,x,,,,
10/24/18,2551,EDGEWOOD AVE,,x,,,,
10/24/18,2619,HOLBROOK DR,x ,,,,,
10/24/18,2708,BUFFAT MILL RD,,x,,,,
10/24/18,2801,NICHOLS AVE,,x,,,,
10/24/18,2826,FAIRMONT BLVD,,x,,,,
10/24/18,2909,BRABSON DR,,x,,,,
10/24/18,2928,FOUNTAIN PARK BLVD,,x,,,,
10/24/18,3016,BIRCHWOOD RD,,x,,,,
10/24/18,3104,OAKWOOD HILLS LN,,x,,,,
10/24/18,3115,DEWINE RD,x,,,move out ,,
10/24/18,3200,CURTIS LN,x,,,took bulky limit ,,
10/24/18,3219,ORLANDO ST,,x ,,,,
10/24/18,3306,CANARY AVE,,x ,,,,
10/24/18,3337,SUNSET AVE,,x ,,,,
10/24/18,3416,CURTIS LN,,x,,,,
10/24/18,3505,LUWANA RD,x,,,,,
10/24/18,3605,S HAVEN RD,,x,,,,
10/24/18,3703,FORESTDALE AVE,x ,,,toilet at curb ,,
10/24/18,3804,GARDEN DR,x ,,,ex green toter ,,
10/24/18,3835,KINGSTON PIKE,x ,,,,,
10/24/18,3919,BEVERLY PL ,x,,,ex bag,,
10/24/18,4009,AUDUBON DR,,x,,,,
10/24/18,4101,DEERFIELD RD,,x,,,,
10/24/18,4127,OAKSTONE LN,,x ,,,,
10/24/18,4208,RAVEN RD,,x ,,,,
10/24/18,4229,BUFFAT MILL RD,x,,,move out ,,
10/24/18,4309,GLASGOW RD,,x,,,,
10/24/18,4327,SKYLINE DR,,x,,,,
10/24/18,4409,BARBARA DR,x,,,,,
10/24/18,4453,OAKBANK LN,,x,,,,
10/24/18,4532,SHAMUS WAY,,x,,,,
10/24/18,4615,DEWEY WAY,,x,,,,
10/24/18,4710,BALL CAMP PIKE,x,,,ex bags and personal cans ,,
10/24/18,4804,COSTER RD,,x,,,,
10/24/18,4904,FLEETWOOD DR,,x,,,,
10/24/18,4938,MARTIN MILL PIKE,,x,,,,
10/24/18,5020,SUNRISE LN,,x,,,,
10/24/18,5112,WOODGLEN DR,,x,,,,
10/24/18,5207,MOHAWK DR,,x,,,,
10/24/18,5300,ROWAN RD,x ,,,,,
10/24/18,5321,RONDO RD,,x,,,,
10/24/18,5408,MORNING DOVE CIR,,x,,,,
10/24/18,5444,LANCE DR,,,x,,,
10/24/18,5512,E SUNSET RD,,x,,,,
10/24/18,5605,MALSBURY RD,,x,,,,
10/24/18,5631,CROOKED PINE LN,,X,,,,
10/24/18,5709,WALDEN WOODS CT,,x,,,,
10/24/18,5759,GROVE DR,,,x,blocked,,
10/24/18,5825,MARILYN DR,,x,,,,
10/24/18,5911,ADELIA DR,,,,extra trash,,
10/24/18,5950,WILKESBORO LN,,x,,,,
10/24/18,6016,FOUNTAIN RD,,x,,,,
10/24/18,6109,BILL MURRAY LN,,x,,,,
10/24/18,6226,ELLESMERE DR,x,,,personal can ,,
10/24/18,6501,SILVER FOX LN,,x,,,,
10/24/18,6633,SHERWOOD DR,,,,blocked by truck,,
10/24/18,6818,AVENSONG LN,x,,,,,
10/24/18,7006,ROCKINGHAM DR,,x,,,,
10/24/18,7108,LAWFORD RD,,x,,,,
10/24/18,7214,S NORTHSHORE DR ,,x,,,,
10/24/18,7328,LAWFORD RD,x,,,loose carpet ,,
10/24/18,7510,GRANDA DR,,x,,,,
10/24/18,7702,MILLS WAY,,x,,,,
10/24/18,7901,HAYDEN DR,,X,,,,
10/24/18,8013,GLEASON DR,,x,,,,
10/24/18,8215,BENNINGTON DR,,x,,,,
10/24/18,1405 #2,ARMSTRONG AVE,,x,,,,
10/25/18,110,LAKE VIEW DR,,x,,,,
10/25/18,122,ALLEGHENY RD,,x,,,,
10/25/18,200,DOUGHTY DR,,X,,,,
10/25/18,206,LYNNVIEW DR,,x,,,,
10/25/18,214,MURRAY DR,,x,,,,
10/25/18,225,CARTA RD,x, ,,,,
10/25/18,256,ATLANTIC AVE,x,,,,,
10/25/18,307,E CHURCHWELL AVE,,x,,lumber,,
10/25/18,316,E COLUMBIA AVE,,x,,,,
10/25/18,338,DAHLIA DR,,x,,,,
10/25/18,407,HICKORY DR,,x,,,,
10/25/18,418,WOODLAWN PIKE,,x,,,,
10/25/18,438,MCNABB AVE,,x,,,,
10/25/18,505,COLUMBIA AVE,x,,,,,
10/25/18,516,N BEAMAN ST ,,x,,,,
10/25/18,574,GLEN IVES WAY,,x,,,,
10/25/18,612,OZARK RD,,x,,,,
10/25/18,698,GERTRUDE AVE,,X,,,,
10/25/18,710,DEERY ST,X,,,,,
10/25/18,722,CHEOWA CIR,,x,,,,
10/25/18,800,BLUE SPRUCE WAY,,x,,,,
10/25/18,809,JADE RD,,,,,,
10/25/18,829,MORGAN ST,,x,,,,
10/25/18,908,TAVISTOCK WAY,,x,,got 5 bulk,,
10/25/18,925,ISKAGNA DR,,x,,,,
10/25/18,1000,N CENTRAL AVE,x,,,,,
10/25/18,1013,LUTTRELL ST,,x,,got bulk limit,,
10/25/18,1032,CRAIGLAND CT,,,,,,
10/25/18,1106,CRAIG RD,,x,,treadmill,,
10/25/18,1118,ALEXANDER ST,x,,,,,
10/25/18,1138,N BROADWAY,,x,,,,
10/25/18,1211,FARRIS DR,,x,,,,
10/25/18,1232,FERD HICKEY RD,,,,,,
10/25/18,1308,PARK GLEN RD,x,,,,,
10/25/18,1322,BEAUMONT AVE,,x,,,,
10/25/18,1405,HIGHLAND DR,,x,,,,
10/25/18,1422,COACHMAN LN,x ,,,,,
10/25/18,1506,LAYMAN DR,,x,,,,
10/25/18,1529,DOWNTOWN WEST BLVD,x ,,,,,
10/25/18,1609,REAVES RD ,,,x ,,,
10/25/18,1626,MALL ST,,x,,,,
10/25/18,1706,GILLESPIE AVE,,x,,,,
10/25/18,1718,N CENTRAL AVE,,x ,,,,
10/25/18,1750,CONNECTICUT AVE,,x,,,,
10/25/18,1820,ALLEN AVE,,x ,,,,
10/25/18,1907,EARL AVE,,x ,,,,
10/25/18,1924,LAURANS AVE,,x ,,,,
10/25/18,2000,MARTHA BERRY DR,,x,,,,
10/25/18,2016,LOCARNO DR,,x,,,,
10/25/18,2054,CHEROKEE BLVD,,x ,,,,
10/25/18,2112,BEREA AVE,,x ,,,,
10/25/18,2136,NORVELL DR,,x ,,,,
10/25/18,2210,FAIR DR,X,,,HAS 2 CITY CANS,,
10/25/18,2230,ADAIR AVE,,x ,,,,
10/25/18,2305,NUTHATCHER RD,,x ,,,,
10/25/18,2318,NADINE ST,,x ,,,,
10/25/18,2345,WADSWORTH DR,,,,needs new toter,,
10/25/18,2418,AMBER ST,,x,,,,
10/25/18,2444,BRIERBROOK LN,,x,,,,
10/25/18,2513,GLEN MEADOW RD,,x,,,,
10/25/18,2551,LOUISE AVE,,x,,,,
10/25/18,2619,MERCHANT DR,x ,,,bags,,
10/25/18,2708,ELLISON RD,x,x,,trash on ground only ,,
10/25/18,2801,ONTARIO AVE,x,,,can blocked by overflow ,,
10/25/18,2826,ISLAND HOME AVE,x ,,,sofa,,
10/25/18,2909,EDONIA DR,,x,,,,
10/25/18,2928,SELMA AVE,,x,,,,
10/25/18,3016,GIBBS DR,x ,,,trash on ground and cardboard ,,
10/25/18,3104,ORCHARD AVE ,,x ,,,,
10/25/18,3115,GAZEBO POINT WAY,,x ,,,,
10/25/18,3200,DEWINE RD,,x,,,,
10/25/18,3219,SUNSET AVE,,,x ,,,
10/25/18,3306,ELLIS ST,x,,,box springs ,,
10/25/18,3337,ORLANDO ST,x,,,ex bags ,,
10/25/18,3416,FOUNTAIN PARK BLVD,x,,,extra trash,,
10/25/18,3505,MCKAMEY RD,x,,,,,
10/25/18,3605,SPRUCEWOOD RD,,x,,,,
10/25/18,3704,ALPINE DR,,x,,whole road not out ,,
10/25/18,3804,KENILWORTH DR,,x,,,,
10/25/18,3837,SPEEDWAY CIR,,x,,,,
10/25/18,3919,FAIRMONT BLVD,,x ,,,,
10/25/18,4009,DEER CREEK DR,x ,,,paint and ex bags ,,
10/25/18,4101,IVY AVE,,x,,,,
10/25/18,4127,OAKSTONE LN,x ,,,mattress ,,
10/25/18,4208,ROAMING DR,,x ,,,,
10/25/18,4229,HOMEWOOD RD,,x,,,,
10/25/18,4309,HIAWATHA DR,,x,,,,
10/25/18,4327,IMMANUEL ST,,x ,,,,
10/25/18,4409,COSTER RD,x,,,ex bags,,
10/25/18,4453,TYNEMOUTH DR,,x,,,,
10/25/18,4532,TILLERY RD,x,,,,,
10/25/18,4615,FLORENCE RD,,x,,,,
10/25/18,4710,E LINCOLN CIR,x,,,3 boxsprings 2 mattress,,
10/25/18,4804,FARLAND DR,,,,,,
10/25/18,4904,GRIBSBY GATE LN,x,,,,,
10/25/18,4938,OAKVIEW RD,,x,,,,
10/25/18,5020,SUNSHINE LN,,x,,,,
10/25/18,5112,CUMBERLAND WOOD DR,,x,,,,
10/25/18,5207,NORTHSIDE DR,,x,,,,
10/25/18,5300,STONEOAK LN,,x,,,,
10/25/18,5321,ROWAN RD,,x,,,,
10/25/18,5408,NEWBERRY RD,,x,,,,
10/25/18,5446,CREEKHEAD COVE LN ,x,,,2 mattress ,,
10/25/18,5512,FENWAY LN,,x,,,,
10/25/18,5605,MELSTONE RD,,x,,,,
10/25/18,5631,NICKLE RD,,X,,,,
10/25/18,5709,WALLWOOD RD,,x,,,,
10/25/18,5759,GROVE DR,,,,driveway to slick,,
10/25/18,5825,OLD CENTRAL AVENUE PIKE,,x,,,,
10/25/18,5911,ANTIGUA LN,,,,bulky matt,,
10/25/18,5950,KATRINA LN,x, ,,,,
10/25/18,6016,FRIENDSHIP LN,,,,car parked on st. can't get around,,
10/25/18,6109,BURLWOOD RD,,x,,,,
10/25/18,6226,GROVE DR ,x,,,,,
10/25/18,6501,TEWKSBURY DR,,x,,,,
10/25/18,6633,KECK RD,,x,,,,
10/25/18,6818,CRYSTAL VIEW WAY,,x,,,,
10/25/18,7006,STOCKTON DR,,x,,,,
10/25/18,7109,CRESTHILL DR,,x,,,,
10/25/18,7214,WINCHESTER DR,,x,,,,
10/25/18,7328,LONG SHOT LN,,x,,,,
10/25/18,7510,JANA LN,,x,,,,
10/25/18,7702,WILMINGTON DR,,x,,,,
10/25/18,7901,LIVINGSTON DR,,X,,,,
10/25/18,8013,HAYDEN DR,,x,,,,
10/25/18,8215,CHESTERFIELD DR,,x,,,,
10/25/18,1405 #2,ARMSTRONG AVE,,x,,,,
10/26/18,110,LYNNVIEW DR,,x,,,,
10/26/18,122,AVALON TRL,,x,,,,
10/26/18,200,E CALDWELL AVE,,X,,,,
10/26/18,206,NEWCASTLE RD,,x,,,,
10/26/18,214,W MOODY AVE,,x,,,,
10/26/18,225,CEDAR AVE,x, ,,,,
10/26/18,261,CHICKAMAUGA AVE, ,x,,,,
10/26/18,307,E OAK HILL AVE,,x,,,,
10/26/18,316,E EMERALD AVE,,x,,,,
10/26/18,338,E MOODY AVE,,x,,,,
10/26/18,407,HOWELL AVE,,x,,,,
10/26/18,418,AVENUE B,x,,,,,
10/26/18,439,ATLANTIC AVE,,x,,,,
10/26/18,505,E EMERALD AVE ,x,,,animals made a mess with the trash,,
10/26/18,516,NOBSCOT RD,,,,,,
10/26/18,574,GLEN IVES WAY,,x,,,,
10/26/18,612,SCOTSWOOD CIR,,x,,,,
10/26/18,700,AERONCA RD,,X,,,,
10/26/18,710,E OAK HILL AVE,X,,,,,
10/26/18,722,CHESTNUT ST,,x,,,,
10/26/18,800,BROOME RD,,x,,,,
10/26/18,809,KEMPTON RD,x,,,,,
10/26/18,829,SPRING DR,,x,,,,
10/26/18,908,VIRGINIA AVE,,x,,,,
10/26/18,925,MARLBORO RD,x,,,,,
10/26/18,1000,OGLEWOOD AVE,x,,,,,
10/26/18,1013,MAKENA COVE WAY,x,,,,,
10/26/18,1032,FORSYTHE ST,,x,,,,
10/26/18,1106,FORSYTHE ST,,x,,,,
10/26/18,1118,ALLEN DR,,x,,,,
10/26/18,1138,N BROADWAY,,x,,,,
10/26/18,1211,FOLSOM AVE,,x,,,,
10/26/18,1232,HARBIN RIDGE LN,x,,,,,
10/26/18,1308,PILLEAUX DR,,x,,,,
10/26/18,1322,BURTON RD,x,,,,,
10/26/18,1405,MARCONI DR,,x,,,,
10/26/18,1422,MAPLE DR,x ,,,,,
10/26/18,1507,CHARLES DR,,x,,,,
10/26/18,1529,MCCROSKEY AVE,,x,,,,
10/26/18,1609,SUNDROP DR,x ,,,,,
10/26/18,1627,BRANSON AVE,x ,,,,,
10/26/18,1706,LAWSON AVE,,x,,,,
10/26/18,1718,WILDER PL,x ,,,move out ,,
10/26/18,1750,CONNECTICUT AVE,,x,,,,
10/26/18,1820,ELMHURST WAY,,x,,,,
10/26/18,1907,EDGEWOOD AVE,,x ,,,,
10/26/18,1924,NEWTON ST,,x,,,,
10/26/18,2000,MCCROSKEY AVE,,x,,,,
10/26/18,2016,MCCLAIN DR,,,,mattress ,,
10/26/18,2054,ELIZA GLYNNE LN,x ,,,2 city toters ,,
10/26/18,2112,CAVALCADE RD,x ,,,,,
10/26/18,2137,CHEROKEE BLVD,,x ,,,,
10/26/18,2210,FAIRMONT BLVD,,X,,,,
10/26/18,2230,COKER AVE,,x ,,,,
10/26/18,2305,PINEY GROVE CHURCH RD,,x ,,,,
10/26/18,2319,BRADFORD ST,,x ,,,,
10/26/18,2346,E 5TH AVE,,x ,,,,
10/26/18,2418,BUFFAT MILL RD ,,x ,,,,
10/26/18,2444,CHIMNEY RIDGE RD,,x,,,,
10/26/18,2513,HAMMOND LN,,x ,,,,
10/26/18,2551,MAPLE BRANCH LN,,x,,,,
10/26/18,2620,BELVEDERE AVE,x ,,,bags,,
10/26/18,2708,FENWOOD DR,,x,,,,
10/26/18,2801,PRUDEN DR,,,,swap out toter,,
10/26/18,2826,MINERAL SPRINGS AVE,x ,,,,,
10/26/18,2909,FAIRMONT BLVD,,x ,,,,
10/26/18,2928,WOODMONT RD,,x ,,,,
10/26/18,3016,OAKLEIGH TOWNSHIP DR,,x,,,,
10/26/18,3104,ORLANDO ST,,x ,,,,
10/26/18,3115,HAZELWOOD RD,,x,,,,
10/26/18,3200,FAIRMONT BLVD,,x,,,,
10/26/18,3219,VALLEY VIEW DR, ,x,,,,
10/26/18,3306,FAIRWAY RD,x,,,sectional ,,
10/26/18,3338,BUFFAT MILL RD,x,,,3 big boxes ,,
10/26/18,3416,FOUNTAIN PARK BLVD,,x,,,,
10/26/18,3506,ANDREW PL,x,,,,,
10/26/18,3605,TAZEWELL PIKE,,x,,,,
10/26/18,3704,FAIRMONT BLVD,,x ,,,,
10/26/18,3804,KNOX LN,,x,,,,
10/26/18,3838,DELLWOOD DR,,x,,,,
10/26/18,3919,KINGSTON PIKE,,x ,,,,
10/26/18,4009,DEERFIELD RD,,x,,,,
10/26/18,4101,LANDON DR,,x,,,,
10/26/18,4128,ABERCORN RD,,x,,,,
10/26/18,4208,SHERRY DR,x ,,,ex personal can ,,
10/26/18,4229,MASCARENE RD,,x,,,,
10/26/18,4309,HIGH SCHOOL RD,,x,,,,
10/26/18,4327,OLLIE DAVIS DR,x,,,in alley ,,
10/26/18,4409,CYPRESS LN,x,,,2 tv,,
10/26/18,4453,OAKBANK LN,,x,,,,
10/26/18,4532,TWIN PINES DR,,x,,,,
10/26/18,4615,HOLSTON HILLS RD,,x,,,,
10/26/18,4710,ELMVIEW DR,,x,,,,
10/26/18,4804,GETTYSBURG RD,,,,,,
10/26/18,4904,INSKIP RD,,x,,,,
10/26/18,4940,BAYBERRY DR,,x,,,,
10/26/18,5020,TENWOOD DR,,x,,,,
10/26/18,5112,FLINT HILL DR,,x,,,,
10/26/18,5208,BERBERA DR,x,,,mattress ,,
10/26/18,5300,AMHERST WOODS LN,,x,,,,
10/26/18,5321,SHADY DELL TRL,,x,,,,
10/26/18,5408,OAK HARBOR LN,,x,,,,
10/26/18,5446,CREEKHEAD COVE LN ,x,,,dresser ,,
10/26/18,5512,HARDWOOD RD,,x,,,,
10/26/18,5605,MONDALE RD,,x,,,,
10/26/18,5632,EAGLE CREST LN,,X,,,,
10/26/18,5709,BLOSSOM RD,,x,,,,
10/26/18,5760,ACAPULCO AVE,,,,driveway to slick,,
10/26/18,5825,RIDGEWOOD RD,,x,,,,
10/26/18,5911,AUTUMN OAKS LN,,x,,,,
10/26/18,5951,BEARDEN VIEW LN,,x,,,,
10/26/18,6016,GLENMAY DR,,x,,,,
10/26/18,6109,CREEKHEAD DR,,x,,,,
10/26/18,6227,GROVE DR,x,,,,,
10/26/18,6501,TROUSDALE RD,x,,,,,
10/26/18,6635,CREEKHEAD DR,,x,,,,
10/26/18,6818,DORCHESTER DR,,x,,,,
10/26/18,7006,BRICKTON WAY,,x,,,,
10/26/18,7109,DEANE HILL DR,,x,,,,
10/26/18,7214,COLERIDGE DR,,x,,,,
10/26/18,7328,MISTY MEADOW PL,,x,,,,
10/26/18,7510,LUSCOMBE DR,,x,,,,
10/26/18,7702,ESTER WAY,,x,,,,
10/26/18,7901,NORTH FOREST RD,,X,,,,
10/26/18,8013,SABRE DR,,x,,,,
10/26/18,8215,BENNINGTON DR,,,,car blocking can,,
10/26/18,1412 #3,ARMSTRONG AVE,,x,,,,
10/27/18,110,MCDANIEL AVE,,x,,,,
10/27/18,122,BOOKWALTER DR,,x,,,,
10/27/18,200,E EMERALD AVE,,,,,,
10/27/18,207,BRECHIN LN,x,,,,,
10/27/18,214,WOODLAWN PIKE,,x,,,,
10/27/18,225,CENTURY CT,,x,,,,
10/27/18,261,CHICKAMAUGA AVE,x,,,,,
10/27/18,307,E OLDHAM AVE,x,,,,,
10/27/18,316,E MORELIA AVE,,x,,,,
10/27/18,338,OGLEWOOD AVE,,x,,,,
10/27/18,407,LYONS HEAD DR,,x,,,,
10/27/18,418,BENTLEY ST ,,x,,,,
10/27/18,439,BLACK OAK DR,,x,,,,
10/27/18,505,E LAKE FOREST DR,,x,,,,
10/27/18,516,OAKCREST RD,,x,,,,
10/27/18,586,ARROWHEAD TRL,,x,,,,
10/27/18,612,SOUTHBROOK DR,,x,,,,
10/27/18,700,AVENUE A,,X,,,,
10/27/18,710,EDWARDS DR,X,,,,,
10/27/18,722,E OLDHAM AVE,,x,,,,
10/27/18,800,CARRINGTON RD,,x,,,,
10/27/18,809,LAKE FOREST DR,x,,,,,
10/27/18,829,TALLY HO DR,,x,,,,
10/27/18,908,W EMERALD AVE,,x,,,,
10/27/18,925,S ANDES ST ,,x,,,,
10/27/18,1001,BRIDGESTONE PL,,x,,,,
10/27/18,1013,MORRELL RD,x,,,,,
10/27/18,1032,OGLEWOOD AVE,,x,,two city toters,,
10/27/18,1106,HENRIETTA DR,x,,,note on bulky,,
10/27/18,1118,APRIL DR,x,,,,,
10/27/18,1138,PARK HILL CIR,,x,,,,
10/27/18,1211,FORD PL,x,,,,,
10/27/18,1232,LAKELAND DR,,x,,,,
10/27/18,1308,SCOTSBURY CIR,,x,,,,
10/27/18,1322,CONNECTICUT AVE,,x,,,,
10/27/18,1406,AUTUMN LN,,x,,,,
10/27/18,1422,WILSON RD,,x ,,,,
10/27/18,1507,SPELLING WAY,x,,,,,
10/27/18,1530,BRANSON AVE,,x,,,,
10/27/18,1609,TECUMSEH DR,,,,mattress & box springs ,,
10/27/18,1627,CHENOWETH CIR,,x,,,,
10/27/18,1706,MERCHANT DR,x ,,,trash on ground ,,
10/27/18,1718,WOODHAVEN DR,,,x ,blocked by nissian maxima ,,
10/27/18,1751,MCCLUNG AVE,x,,,,,
10/27/18,1820,FAIRMONT BLVD,,x,,,,
10/27/18,1907,FAIRMONT BLVD,,x,,,,
10/27/18,1924,PRICE AVE,,x,,,,
10/27/18,2000,MERCHANT DR,,x,,,,
10/27/18,2017,AILOR AVE,x,,,,,
10/27/18,2055,COUNTRYHILL LN,x ,,,5 citty toters ,,
10/27/18,2112,FINE AVE,,x,,,,
10/27/18,2137,HILLSBORO HTS,,x,,,,
10/27/18,2210,JONES ST,,X,,,,
10/27/18,2230,FAIR DR,,x ,,,,
10/27/18,2305,PLEASANT VIEW RD,,x ,,,,
